layer,longitude,lattitude,presence
TRUE,163.2813271,-77.62728896,1
TRUE,163.2857281,-77.62739366,1
TRUE,163.2876841,-77.62739366,1
TRUE,163.2803491,-77.62742856,1
TRUE,163.2868691,-77.62746346,1
TRUE,163.2849131,-77.62753326,1
TRUE,163.2087921,-77.62760306,1
TRUE,163.2857281,-77.62770776,1
TRUE,163.2875211,-77.62770776,1
TRUE,163.2091181,-77.62781246,1
TRUE,163.0244391,-77.62784736,1
TRUE,163.2863801,-77.62784736,1
TRUE,163.2099331,-77.62791716,1
TRUE,163.0426951,-77.62802186,1
TRUE,163.2091181,-77.62812656,1
TRUE,163.2616041,-77.62819636,1
TRUE,163.2097701,-77.62826616,1
TRUE,163.2089551,-77.62833596,1
TRUE,163.2668201,-77.62847556,1
TRUE,163.2094441,-77.62854536,1
TRUE,163.2104221,-77.62854536,1
TRUE,163.0374791,-77.62875476,1
TRUE,163.2099331,-77.62892926,1
TRUE,163.0366641,-77.62906886,1
TRUE,163.2097701,-77.62917356,1
TRUE,163.2105851,-77.62924336,1
TRUE,163.2099331,-77.62945276,1
TRUE,163.2104221,-77.62969706,1
TRUE,163.2594851,-77.62976686,1
TRUE,163.2110741,-77.62983666,1
TRUE,163.2578551,-77.62987156,1
TRUE,163.0303071,-77.62990646,1
TRUE,163.2586701,-77.62994136,1
TRUE,163.2102591,-77.62997626,1
TRUE,163.0293291,-77.63001116,1
TRUE,163.2114001,-77.63004606,1
TRUE,163.2554101,-77.63004606,1
TRUE,163.1820601,-77.63015076,1
TRUE,163.2104221,-77.63025546,1
TRUE,163.0294921,-77.63029036,1
TRUE,163.2112371,-77.63039506,1
TRUE,163.1825491,-77.63042996,1
TRUE,163.2539431,-77.63046486,1
TRUE,163.2109111,-77.63056956,1
TRUE,163.2118891,-77.63067426,1
TRUE,163.0239501,-77.63070916,1
TRUE,163.0255801,-77.63074406,1
TRUE,163.2536171,-77.63074406,1
TRUE,163.0213421,-77.63081386,1
TRUE,163.0224831,-77.63084876,1
TRUE,163.2110741,-77.63084876,1
TRUE,163.0200381,-77.63088366,1
TRUE,163.1088731,-77.63095346,1
TRUE,163.0206901,-77.63102326,1
TRUE,163.1833641,-77.63102326,1
TRUE,163.2117261,-77.63102326,1
TRUE,163.2531281,-77.63102326,1
TRUE,163.0185711,-77.63109306,1
TRUE,163.2105851,-77.63109306,1
TRUE,163.2523131,-77.63109306,1
TRUE,163.2097701,-77.63119776,1
TRUE,163.2528021,-77.63126756,1
TRUE,163.2114001,-77.63130246,1
TRUE,163.1828751,-77.63133736,1
TRUE,163.2104221,-77.63137226,1
TRUE,163.2325901,-77.63140716,1
TRUE,163.2094441,-77.63151186,1
TRUE,163.2107481,-77.63158166,1
TRUE,163.2325901,-77.63175616,1
TRUE,163.2506831,-77.63179106,1
TRUE,163.1127851,-77.63193066,1
TRUE,163.2329161,-77.63193066,1
TRUE,163.2500311,-77.63207026,1
TRUE,163.2118891,-77.63210516,1
TRUE,163.2348721,-77.63214006,1
TRUE,163.2358501,-77.63214006,1
TRUE,163.2122151,-77.63227966,1
TRUE,163.2133561,-77.63238436,1
TRUE,163.2358501,-77.63238436,1
TRUE,163.2334051,-77.63248906,1
TRUE,163.2127041,-77.63259376,1
TRUE,163.2136821,-77.63259376,1
TRUE,163.2141711,-77.63283806,1
TRUE,163.2130301,-77.63287296,1
TRUE,163.2149861,-77.63301256,1
TRUE,163.2138451,-77.63311726,1
TRUE,163.2141711,-77.63329176,1
TRUE,163.2154751,-77.63339646,1
TRUE,163.2148231,-77.63353606,1
TRUE,163.2159641,-77.63374546,1
TRUE,163.2198761,-77.63378036,1
TRUE,163.2218321,-77.63378036,1
TRUE,163.2384581,-77.63381526,1
TRUE,163.2208541,-77.63388506,1
TRUE,163.2286781,-77.63388506,1
TRUE,163.2392731,-77.63391996,1
TRUE,163.2219951,-77.63402466,1
TRUE,163.2379691,-77.63405956,1
TRUE,163.2162901,-77.63409446,1
TRUE,163.2211801,-77.63409446,1
TRUE,163.2324271,-77.63409446,1
TRUE,163.2312861,-77.63412936,1
TRUE,163.2335681,-77.63412936,1
TRUE,163.2371541,-77.63416426,1
TRUE,163.2275371,-77.63419916,1
TRUE,163.2263961,-77.63423406,1
TRUE,163.2154751,-77.63426896,1
TRUE,163.2167791,-77.63426896,1
TRUE,163.2252551,-77.63426896,1
TRUE,163.2206911,-77.63430386,1
TRUE,163.2218321,-77.63430386,1
TRUE,163.2228101,-77.63430386,1
TRUE,163.2239511,-77.63430386,1
TRUE,163.2317751,-77.63430386,1
TRUE,163.2330791,-77.63430386,1
TRUE,163.2343831,-77.63430386,1
TRUE,163.2270481,-77.63437366,1
TRUE,163.2283521,-77.63437366,1
TRUE,163.2301451,-77.63440856,1
TRUE,163.2353611,-77.63440856,1
TRUE,163.2365021,-77.63440856,1
TRUE,163.2210171,-77.63447836,1
TRUE,163.2221581,-77.63451326,1
TRUE,163.2161271,-77.63454816,1
TRUE,163.2250921,-77.63454816,1
TRUE,163.2345461,-77.63454816,1
TRUE,163.2278631,-77.63458306,1
TRUE,163.1181641,-77.63461796,1
TRUE,163.2202021,-77.63461796,1
TRUE,163.2288411,-77.63461796,1
TRUE,163.2356871,-77.63461796,1
TRUE,163.2167791,-77.63475756,1
TRUE,163.2211801,-77.63475756,1
TRUE,163.1184901,-77.63479246,1
TRUE,163.2158011,-77.63489716,1
TRUE,163.2203651,-77.63489716,1
TRUE,163.2216691,-77.63493206,1
TRUE,163.2180831,-77.63500186,1
TRUE,163.2151491,-77.63503676,1
TRUE,163.2193871,-77.63503676,1
TRUE,163.2167791,-77.63507166,1
TRUE,163.2200391,-77.63517636,1
TRUE,163.2158011,-77.63521126,1
TRUE,163.2184091,-77.63521126,1
TRUE,163.2172681,-77.63528106,1
TRUE,163.2143341,-77.63535086,1
TRUE,163.2164531,-77.63542066,1
TRUE,163.2154751,-77.63545556,1
TRUE,163.2236251,-77.63545556,1
TRUE,163.1804301,-77.63549046,1
TRUE,163.2146601,-77.63559516,1
TRUE,163.1810821,-77.63566496,1
TRUE,163.2166161,-77.63566496,1
TRUE,163.1797781,-77.63573476,1
TRUE,163.1786371,-77.63576966,1
TRUE,163.2153121,-77.63576966,1
TRUE,163.2143341,-77.63583946,1
TRUE,163.1778221,-77.63594416,1
TRUE,163.2135191,-77.63597906,1
TRUE,163.1788001,-77.63601396,1
TRUE,163.2151491,-77.63604886,1
TRUE,163.2208541,-77.63608376,1
TRUE,163.1771701,-77.63615356,1
TRUE,163.2143341,-77.63618846,1
TRUE,163.2231361,-77.63618846,1
TRUE,163.2128671,-77.63625826,1
TRUE,163.2143341,-77.63643276,1
TRUE,163.2140081,-77.63660726,1
TRUE,163.2128671,-77.63678176,1
TRUE,163.0325891,-77.63692136,1
TRUE,163.2278631,-77.63709586,1
TRUE,163.2102591,-77.63716566,1
TRUE,163.2087921,-77.63779386,1
TRUE,163.1008861,-77.63800326,1
TRUE,163.1285961,-77.63842206,1
TRUE,163.2073251,-77.63856166,1
TRUE,163.1295741,-77.63929456,1
TRUE,163.1299001,-77.63950396,1
TRUE,163.2060211,-77.63967846,1
TRUE,163.1823861,-77.64009726,1
TRUE,163.1294111,-77.64020196,1
TRUE,163.2056951,-77.64020196,1
TRUE,163.2056951,-77.64051606,1
TRUE,163.1271291,-77.64055096,1
TRUE,163.1294111,-77.64055096,1
TRUE,163.1285961,-77.64065566,1
TRUE,163.1292481,-77.64079526,1
TRUE,163.1281071,-77.64093486,1
TRUE,163.1292481,-77.64107446,1
TRUE,163.1667381,-77.64110936,1
TRUE,163.1282701,-77.64117916,1
TRUE,163.1662491,-77.64128386,1
TRUE,163.1294111,-77.64131876,1
TRUE,163.1771701,-77.64131876,1
TRUE,163.1282701,-77.64142346,1
TRUE,163.1292481,-77.64159796,1
TRUE,163.1768441,-77.64159796,1
TRUE,163.1282701,-77.64170266,1
TRUE,163.1259881,-77.64180736,1
TRUE,163.1281071,-77.64212146,1
TRUE,163.1771701,-77.64240066,1
TRUE,163.1258251,-77.64250536,1
TRUE,163.1251731,-77.64292416,1
TRUE,163.1312041,-77.64295906,1
TRUE,163.1364201,-77.64327316,1
TRUE,163.1372351,-77.64390136,1
TRUE,163.1739101,-77.64425036,1
TRUE,163.1380501,-77.64438996,1
TRUE,163.1691831,-77.64445976,1
TRUE,163.1734211,-77.64445976,1
TRUE,163.1685311,-77.64463426,1
TRUE,163.1740731,-77.64473896,1
TRUE,163.1732581,-77.64487856,1
TRUE,163.1396801,-77.64491346,1
TRUE,163.1398431,-77.64512286,1
TRUE,163.1698351,-77.64526246,1
TRUE,163.1642931,-77.64529736,1
TRUE,163.1406581,-77.64543696,1
TRUE,163.1227281,-77.64571616,1
TRUE,163.1411471,-77.64571616,1
TRUE,163.1561431,-77.64578596,1
TRUE,163.1416361,-77.64589066,1
TRUE,163.1427771,-77.64592556,1
TRUE,163.1497861,-77.64599536,1
TRUE,163.1486451,-77.64603026,1
TRUE,163.1440811,-77.64610006,1
TRUE,163.1530461,-77.64610006,1
TRUE,163.1462001,-77.64613496,1
TRUE,163.1475041,-77.64613496,1
TRUE,163.1431031,-77.64620476,1
TRUE,163.1510901,-77.64620476,1
TRUE,163.1522311,-77.64620476,1
TRUE,163.1499491,-77.64623966,1
TRUE,163.1448961,-77.64630946,1
TRUE,163.1437551,-77.64634436,1
TRUE,163.1491341,-77.64634436,1
TRUE,163.1471781,-77.64637926,1
TRUE,163.1457111,-77.64641416,1
TRUE,163.1546761,-77.64651886,1
TRUE,163.1452221,-77.64658866,1
TRUE,163.1504381,-77.64662356,1
TRUE,163.1517421,-77.64665846,1
TRUE,163.1458741,-77.64676316,1
TRUE,163.1445701,-77.64697256,1
TRUE,163.1463631,-77.64700746,1
TRUE,163.1215871,-77.64707726,1
TRUE,163.1465261,-77.64725176,1
TRUE,163.1466891,-77.64756586,1
TRUE,163.1455481,-77.64847326,1
TRUE,163.1383761,-77.65004376,1
TRUE,163.1008861,-77.65143976,1
TRUE,163.1021901,-77.65199816,1
TRUE,163.1064281,-77.65290556,1
TRUE,163.1002341,-77.65294046,1
TRUE,163.1064281,-77.65311496,1
TRUE,163.0958331,-77.65349886,1
TRUE,163.0953441,-77.65531366,1
,163.3062458,-77.60037068,0
,163.225294,-77.60510864,0
,163.0819234,-77.64258968,0
,163.0039987,-77.6077837,0
,163.0776205,-77.60448271,0
,163.0457617,-77.60943838,0
,163.1893404,-77.60606588,0
,163.1266312,-77.58826278,0
,163.1519579,-77.64262983,0
,163.1219664,-77.59824531,0
,163.0555651,-77.61028071,0
,163.1258531,-77.60663698,0
,163.2204075,-77.60560116,0
,163.0552398,-77.61087253,0
,163.1356692,-77.64618083,0
,163.0854494,-77.64121904,0
,163.0985893,-77.60306687,0
,162.9826003,-77.61153105,0
,163.0429115,-77.59970956,0
,163.0504876,-77.62632136,0
,163.2019384,-77.62842704,0
,163.0269647,-77.61532422,0
,163.1700607,-77.6326142,0
,163.2087009,-77.60535777,0
,163.1969427,-77.59264527,0
,163.1283093,-77.61748031,0
,163.0738612,-77.64832407,0
,163.0866868,-77.59807495,0
,163.279648,-77.60959773,0
,163.2334133,-77.62024889,0
,163.2845746,-77.61135291,0
,163.2536768,-77.60887644,0
,163.142377,-77.61298203,0
,163.0252945,-77.61485104,0
,163.3054783,-77.61660139,0
,163.1614679,-77.63086351,0
,163.2949035,-77.60887997,0
,163.3259169,-77.61676214,0
,163.0082042,-77.60514618,0
,163.2064778,-77.63241505,0
,163.1412379,-77.60417857,0
,163.1231137,-77.63091109,0
,163.2209504,-77.59019134,0
,163.212947,-77.61347029,0
,163.2436353,-77.59547735,0
,163.2554576,-77.60492063,0
,163.1835623,-77.64261802,0
,163.1197192,-77.64341712,0
,163.2809608,-77.60565889,0
,163.1783796,-77.62031221,0
,163.1394163,-77.58634668,0
,163.228028,-77.61954615,0
,163.1194148,-77.62200924,0
,163.1726294,-77.60519217,0
,163.1628945,-77.62271081,0
,163.0217308,-77.61922745,0
,163.3065685,-77.60559776,0
,163.1847858,-77.61653709,0
,163.1636592,-77.60834236,0
,163.1224454,-77.60295312,0
,163.1015698,-77.64359183,0
,163.1147226,-77.63519197,0
,162.9859082,-77.61469524,0
,163.0810584,-77.63586366,0
,163.0595331,-77.61101463,0
,163.0744425,-77.60457124,0
,163.0312478,-77.6288005,0
,163.3102144,-77.62270783,0
,163.0407141,-77.60020756,0
,163.1270095,-77.59663835,0
,163.1331328,-77.59849795,0
,163.2439612,-77.60827268,0
,163.0220335,-77.62964177,0
,163.2413372,-77.59750025,0
,163.2222009,-77.62548587,0
,163.0578726,-77.64330889,0
,163.2162742,-77.63898507,0
,163.2254036,-77.61115009,0
,163.2466164,-77.60079221,0
,163.1713783,-77.60025899,0
,163.1682642,-77.61511971,0
,163.094227,-77.63211618,0
,163.1220042,-77.59267788,0
,163.1609919,-77.59861949,0
,163.1586191,-77.61839072,0
,163.050454,-77.62509638,0
,163.2332644,-77.58686312,0
,163.3008512,-77.60489452,0
,163.0948724,-77.61597706,0
,163.2439542,-77.62026869,0
,163.1682192,-77.62842691,0
,163.0614146,-77.59935365,0
,163.1065835,-77.63189858,0
,163.0902049,-77.63105327,0
,163.1352701,-77.63231476,0
,163.2401809,-77.5941676,0
,163.1503573,-77.61981662,0
,163.2410963,-77.60274113,0
,163.2457795,-77.60862423,0
,163.0813151,-77.6233401,0
,163.2411677,-77.5961317,0
,163.1938274,-77.61781357,0
,163.1770298,-77.5941803,0
,163.1517955,-77.63694758,0
,163.3046261,-77.62004208,0
,163.1361529,-77.62503583,0
,163.1282981,-77.59011013,0
,163.1514447,-77.63652514,0
,163.0897091,-77.63431463,0
,163.2044456,-77.60209868,0
,163.046553,-77.6121976,0
,163.1475248,-77.63371752,0
,163.3066287,-77.6083302,0
,163.1927099,-77.63934762,0
,163.1795984,-77.59537304,0
,163.1466938,-77.61147687,0
,163.0534047,-77.63409908,0
,163.008616,-77.60543578,0
,163.104756,-77.6329221,0
,163.1348384,-77.59073939,0
,163.2520935,-77.61478948,0
,163.1469015,-77.59261647,0
,163.0597696,-77.633912,0
,163.1742899,-77.60338409,0
,163.0637614,-77.63903499,0
,163.2814367,-77.6150383,0
,163.192229,-77.59110954,0
,162.9952221,-77.60889153,0
,163.2243566,-77.60548168,0
,163.2267924,-77.59463637,0
,163.3241608,-77.61974789,0
,163.1630034,-77.64224234,0
,163.1972131,-77.60277242,0
,163.1720922,-77.58461204,0
,163.2065939,-77.63341024,0
,163.2701683,-77.60535817,0
,163.1182145,-77.64848595,0
,163.0874572,-77.63711712,0
,163.2111695,-77.61801774,0
,163.1483276,-77.60920637,0
,163.1294252,-77.60024834,0
,163.05017,-77.64088698,0
,163.2320041,-77.60769627,0
,163.0800759,-77.60820003,0
,163.0188845,-77.60270055,0
,163.1453792,-77.6172554,0
,163.3040097,-77.59816246,0
,163.2544007,-77.62662109,0
,162.9989504,-77.6094801,0
,163.2077479,-77.6046596,0
,163.3233059,-77.60272042,0
,163.0143327,-77.62304647,0
,163.1419169,-77.62244184,0
,163.2428704,-77.60041913,0
,163.2651985,-77.60968796,0
,163.140573,-77.62894183,0
,163.1334943,-77.60384243,0
,163.0939206,-77.63467672,0
,163.0463581,-77.6122219,0
,163.0887303,-77.59979757,0
,163.2058383,-77.5903601,0
,163.1400112,-77.6290223,0
,163.1853313,-77.63496242,0
,163.1585078,-77.61693137,0
,163.1653191,-77.62013845,0
,163.2035594,-77.63687535,0
,163.2682465,-77.61819995,0
,163.2445096,-77.62909807,0
,163.1512012,-77.60076879,0
,163.0946195,-77.61484761,0
,163.2605552,-77.62374773,0
,163.0889012,-77.62366549,0
,163.0091653,-77.62656098,0
,163.3008598,-77.6134917,0
,163.0050084,-77.62093018,0
,163.15797,-77.6464472,0
,163.1169473,-77.63143643,0
,163.1482007,-77.62347905,0
,163.050843,-77.62617895,0
,163.1546907,-77.6000055,0
,163.143724,-77.63305288,0
,163.0793876,-77.59948607,0
,163.207866,-77.59987759,0
,163.0669156,-77.64845446,0
,163.1771847,-77.61281841,0
,163.0588931,-77.63143728,0
,163.2498618,-77.62382279,0
,163.2036361,-77.62136298,0
,162.977932,-77.61064371,0
,163.0659915,-77.64884406,0
,163.1959917,-77.62265861,0
,163.3321972,-77.61052117,0
,163.0771152,-77.6483803,0
,163.0884393,-77.60134392,0
,163.111714,-77.63451752,0
,163.0773659,-77.62128203,0
,163.0828147,-77.6557437,0
,163.0882873,-77.63514564,0
,162.9786148,-77.61143454,0
,163.1616043,-77.644953,0
,163.3287841,-77.61778967,0
,163.0471556,-77.63374225,0
,163.0407224,-77.60138932,0
,163.2785753,-77.59471212,0
,163.2815326,-77.6255095,0
,163.1713293,-77.60058109,0
,163.1371957,-77.60546004,0
,163.1914605,-77.62589533,0
,163.2062607,-77.60476845,0
,163.0659828,-77.61706061,0
,163.2893918,-77.61239521,0
,163.0795219,-77.60971334,0
,163.2529459,-77.60886467,0
,163.1075912,-77.64463974,0
,163.0358179,-77.63067104,0
,163.2300235,-77.59528962,0
,163.0524003,-77.630325,0
,163.1958774,-77.58850904,0
,163.1856289,-77.61523119,0
,163.2694021,-77.59251105,0
,163.1000725,-77.63476819,0
,163.2767551,-77.61365875,0
,163.095667,-77.65217332,0
,163.2218827,-77.59313501,0
,163.2199819,-77.5903685,0
,163.1563633,-77.61220439,0
,163.204466,-77.62533002,0
,163.2675052,-77.59228689,0
,163.3243772,-77.61178301,0
,163.2047411,-77.5903281,0
,163.0840844,-77.62048111,0
,163.2213057,-77.60918915,0
,163.1784426,-77.6057955,0
,163.1159197,-77.60299708,0
,162.9966296,-77.61795219,0
,163.027553,-77.60923851,0
,163.0460391,-77.60064741,0
,163.2138119,-77.63031536,0
,163.0662377,-77.64022803,0
,162.9984758,-77.609416,0
,163.1963138,-77.61881734,0
,163.2170775,-77.59583376,0
,163.2074081,-77.63030976,0
,163.0439755,-77.63904399,0
,163.1974796,-77.58674159,0
,163.2516299,-77.59930299,0
,163.1881025,-77.60946555,0
,163.0288281,-77.63466805,0
,163.1568764,-77.60544486,0
,163.2309629,-77.60011187,0
,163.1481852,-77.58596671,0
,163.0967297,-77.62902905,0
,163.0391155,-77.61228776,0
,163.2136943,-77.59826119,0
,163.0768053,-77.63932219,0
,163.2466522,-77.61367702,0
,163.2318858,-77.61272841,0
,163.0909169,-77.61315627,0
,163.1073413,-77.62859679,0
,163.0745328,-77.60207071,0
,163.2209523,-77.60211586,0
,163.087102,-77.61718693,0
,163.1546234,-77.61140672,0
,163.1605637,-77.64366846,0
,163.1213494,-77.58878339,0
,163.1856039,-77.61118061,0
,163.1910494,-77.58342677,0
,163.0428938,-77.63721982,0
,163.2742826,-77.61407068,0
,163.0142832,-77.62414938,0
,163.1170241,-77.60350068,0
,163.1527001,-77.60011283,0
,163.0442644,-77.60359554,0
,163.1274979,-77.61676074,0
,163.1812869,-77.59053375,0
,163.107089,-77.63280091,0
,163.0007217,-77.62408621,0
,163.2702252,-77.59660363,0
,163.1134353,-77.61409799,0
,163.0688675,-77.63482505,0
,163.1968394,-77.5982232,0
,163.0789384,-77.61836265,0
,163.1861672,-77.61082327,0
,163.0995851,-77.61042497,0
,163.2745769,-77.62700292,0
,163.2054294,-77.59419567,0
,163.2505143,-77.61850854,0
,162.9842159,-77.61103663,0
,163.1332266,-77.61110183,0
,162.9894653,-77.61119116,0
,163.308773,-77.61954179,0
,163.2332044,-77.59085912,0
,163.1483865,-77.64417755,0
,163.2402324,-77.60830963,0
,163.1110583,-77.63134614,0
,163.1582091,-77.62738186,0
,163.0312563,-77.60906215,0
,163.1804743,-77.63509536,0
,163.0883776,-77.65652882,0
,163.0827553,-77.59709185,0
,163.0446856,-77.61471339,0
,163.1504903,-77.61234146,0
,163.1541403,-77.62956841,0
,163.1811757,-77.64139516,0
,163.1228554,-77.64864926,0
,163.1066058,-77.64182652,0
,163.1379815,-77.60841424,0
,163.1365755,-77.63881826,0
,163.067623,-77.64991836,0
,163.1789661,-77.59921279,0
,163.2776613,-77.61096485,0
,163.0239882,-77.60652561,0
,163.0875044,-77.59840072,0
,163.1430661,-77.64312482,0
,163.0167817,-77.61087894,0
,163.191693,-77.64205178,0
,163.3099785,-77.62235036,0
,163.0965261,-77.65291272,0
,163.0699025,-77.60618871,0
,163.0671853,-77.62827831,0
,163.2569124,-77.61605241,0
,163.0974668,-77.63896284,0
,163.1420987,-77.62711338,0
,163.0810789,-77.63377437,0
,163.1363394,-77.63653495,0
,162.9861621,-77.60936258,0
,163.1976989,-77.62788165,0
,163.1215594,-77.60231235,0
,163.1891408,-77.61862864,0
,163.0787711,-77.64847328,0
,163.0481501,-77.63054266,0
,163.1457576,-77.6013573,0
,163.3193369,-77.60065789,0
,163.2489558,-77.6330881,0
,163.31859,-77.60743957,0
,163.1247095,-77.63527769,0
,163.2334995,-77.63110706,0
,163.3196688,-77.6169791,0
,163.0897576,-77.63221711,0
,163.1298944,-77.64997856,0
,163.2372407,-77.62966566,0
,163.2595409,-77.5901396,0
,163.1508721,-77.62351867,0
,163.2820628,-77.60389,0
,163.0386996,-77.63554644,0
,163.2969163,-77.62568854,0
,163.1084721,-77.62735535,0
,163.1003479,-77.63242534,0
,163.2253761,-77.62512278,0
,162.9771823,-77.60816728,0
,163.005886,-77.61214778,0
,163.2236832,-77.63512012,0
,163.080204,-77.65053428,0
,163.2425047,-77.63332791,0
,163.2975513,-77.59848606,0
,163.1567925,-77.60002789,0
,163.274163,-77.61485026,0
,163.1692108,-77.59316026,0
,163.2160227,-77.6225097,0
,163.0916512,-77.61538266,0
,163.1149207,-77.62710427,0
,163.2748452,-77.598157,0
,163.0053388,-77.60711642,0
,163.2152841,-77.59179058,0
,163.1893962,-77.63850187,0
,163.2432109,-77.6070451,0
,163.0307598,-77.60408849,0
,163.0398874,-77.60991845,0
,163.1278475,-77.59650867,0
,163.1722832,-77.62216883,0
,163.2340606,-77.61692305,0
,163.1565627,-77.6472091,0
,163.3004656,-77.61826627,0
,163.2301666,-77.62756713,0
,163.2528914,-77.60783102,0
,163.1825553,-77.59505565,0
,163.0258316,-77.61375678,0
,163.265763,-77.61523131,0
,163.2919605,-77.59730436,0
,163.0729566,-77.62950728,0
,163.2993311,-77.59914862,0
,162.996485,-77.61364059,0
,163.1237459,-77.60587749,0
,163.2425923,-77.62573348,0
,163.1162702,-77.60507794,0
,163.1680181,-77.64500244,0
,163.1963446,-77.62214339,0
,163.2377375,-77.61158638,0
,163.1502243,-77.59956641,0
,163.1399064,-77.60783182,0
,163.1636319,-77.62849158,0
,163.0156325,-77.62082679,0
,163.0992854,-77.59176722,0
,163.0308365,-77.63317505,0
,163.166377,-77.60953284,0
,163.2239866,-77.62148712,0
,163.2035608,-77.59648168,0
,163.2173919,-77.59786823,0
,163.0289343,-77.63550893,0
,163.0936494,-77.63510102,0
,163.3025343,-77.61452702,0
,163.1590587,-77.58868178,0
,163.12181,-77.61667887,0
,163.0393754,-77.60379771,0
,163.1730475,-77.61376802,0
,163.0535417,-77.62281695,0
,163.197322,-77.60696247,0
,163.1836181,-77.6084323,0
,163.2307274,-77.62903892,0
,163.3316501,-77.60663445,0
,163.305274,-77.61118042,0
,163.2824217,-77.62621411,0
,163.2210069,-77.63792034,0
,163.0435369,-77.60228874,0
,163.0559007,-77.60858376,0
,163.1570183,-77.63593517,0
,163.0276536,-77.60988317,0
,163.2168315,-77.63874477,0
,163.2476062,-77.59264081,0
,163.2226127,-77.60987067,0
,163.0724382,-77.64692356,0
,163.0565141,-77.62534132,0
,163.3108344,-77.59907197,0
,163.3274286,-77.61393253,0
,163.2482067,-77.61636574,0
,163.1861311,-77.59846795,0
,163.2254859,-77.59059076,0
,163.0193198,-77.62051855,0
,163.2247207,-77.59271763,0
,163.1299026,-77.61539764,0
,163.1431385,-77.60388057,0
,163.2301806,-77.62979737,0
,163.0873585,-77.60085789,0
,162.996285,-77.60738588,0
,163.2639612,-77.62526162,0
,163.2539931,-77.62723521,0
,163.3063985,-77.62205146,0
,163.1767941,-77.62045352,0
,163.3330791,-77.60915515,0
,163.2808891,-77.61540497,0
,163.1080194,-77.59464177,0
,163.1009389,-77.61333399,0
,163.2400904,-77.60051755,0
,163.1113586,-77.63843627,0
,163.1546585,-77.59248397,0
,163.1294624,-77.60878159,0
,163.1610872,-77.58842157,0
,163.161789,-77.59987378,0
,163.281525,-77.60749454,0
,163.2621114,-77.61861305,0
,163.2485877,-77.61404494,0
,163.0450011,-77.60358305,0
,163.2341779,-77.59821823,0
,163.0824047,-77.63566755,0
,163.0452259,-77.59920903,0
,163.0173273,-77.61554003,0
,163.1653006,-77.60924035,0
,163.1562638,-77.62755647,0
,163.2394642,-77.63148869,0
,163.1401277,-77.62305322,0
,163.1747213,-77.61263816,0
,163.0732215,-77.6256752,0
,163.1027316,-77.61767607,0
,163.1808372,-77.61972445,0
,163.1655271,-77.61632049,0
,163.072538,-77.6202476,0
,163.0116721,-77.60972741,0
,163.024143,-77.61815093,0
,163.2097712,-77.63232625,0
